ID,nummer,bezeichnungLang,bezeichnungKurz,stand,ressort,fachbereich,inhalt,rechtsgrundlage,adressat,zielsetzung,leistungsgrund,mittelherkunft,bewilligungBeginn,bewilligungEnde,foerderfrequenz,finanzierungsart,foerderForm,foerderArt,evaluationDurchgef
a281457d-2380-4af8-95bd-da604ddea135,1000000010,Breitband Land Förderung,Breitbandförderung,2024-03-04,IM,FB Digitalisierung,"Schnelle Internetzugänge für große Datenmengen gehören zu einer modernen Infrastruktur. Sie sind mittlerweile einer der wichtigsten Standortfaktoren und haben eine hohe Bedeutung für Lebensqualität und Wirtschaftskraft. Deshalb hat das Land Baden-Württemberg ein erhebliches Interesse, möglichst rasch die flächendeckende Verfügbarkeit von Breitbandinternet im ganzen Land herzustellen. Die Landesregierung unterstützt die Kommunen im Land bei der Realisierung einer flächendeckenden und zukunftsorientierten Breitbandversorgung mit Hoch- und Höchstgeschwindigkeitsnetzen (NGA-Netzen) in unterversorgten Gebieten, in denen ein privatwirtschaftlicher Ausbau unwirtschaftlich ist. Hierfür stellt die Landesregierung im Rahmen der Breitbandförderprogramme Finanzmittel zur Verfügung.",Zuwendungen werden nach Maßgabe der Verwaltungsvorschrift zur Breitbandförderung,"Gemeinden, Landkreise und Zusammenschlüsse von Gemeinden und/oder Landkreisen","Ziel der Breitbandförderung des Landes Baden-Württemberg ist es, eine bedarfsgerechte, flächendeckende und erschwingliche Breitbandversorgung mit einer Übertragungsrate von mindestens 50 Mbit/s beim Herunterladen (asymmetrische Übertragungsrate) für den privaten Bedarf und einer Übertragungsrate von mindestens 50 Mbit/s beim Herunter- und Hochladen (symmetrische Übertragungsrate) für den gewerblichen Bedarf zu schaffen.",Freiwillig - ohne rechtliche Verpflichtung,"Bund, Land",2017,unbefristet,einmalig,Festbetrags- Anteilsfinanzierung,Zuschuss,Projektförderung,false
